Index,acc,name,length,organism,_5,level,_7
2296,Q99317,Merozoite surface protein 2,262,Plasmodium falciparum (isolate Camp / Malaysia),0.687,2.0,0.985
2297,P19599,Merozoite surface protein 2,264,Plasmodium falciparum (isolate FC27 / Papua New Guinea),0.689,2.0,0.989
2300,Q03643,Merozoite surface protein 2,280,Plasmodium falciparum (isolate K1 / Thailand),0.7,2.0,0.696
2301,P50499,Merozoite surface protein 2,264,Plasmodium falciparum (isolate fid3 / India),0.682,2.0,0.996
2304,Q68DK7,Male-specific lethal 1 homolog,614,Homo sapiens (Human),0.565,2.0,0.894
2315,P20357,Microtubule-associated protein 2,1828,Mus musculus (Mouse),0.637,2.0,0.992
2316,P15146,Microtubule-associated protein 2,1861,Rattus norvegicus (Rat),0.584,2.0,0.992
2322,Q29435,Mucin-1,475,Hylobates lar (Lar gibbon) (White-handed gibbon),0.539,2.0,0.623
2323,Q60528,Mucin-1,676,Mesocricetus auratus (Golden hamster),0.618,2.0,0.398
2339,P50539,Max-interacting protein 1,228,Homo sapiens (Human),0.509,2.0,0.706
2340,P50540,Max-interacting protein 1,228,Mus musculus (Mouse),0.509,2.0,0.702
2341,O09015,Max-interacting protein 1,228,Rattus norvegicus (Rat),0.504,2.0,0.697
2357,P15063,Protein B-Myc,168,Rattus norvegicus (Rat),0.548,2.0,1.0
2361,O14974,Protein phosphatase 1 regulatory subunit 12A,1030,Homo sapiens (Human),0.607,2.0,0.718
2362,Q90623,Protein phosphatase 1 regulatory subunit 12A,1004,Gallus gallus (Chicken),0.627,2.0,0.711
2365,O60237,Protein phosphatase 1 regulatory subunit 12B,982,Homo sapiens (Human),0.55,2.0,0.627
2370,P38996,Nuclear polyadenylated RNA-binding protein 3,802,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.507,2.0,0.645
2374,P70670,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",2187,Mus musculus (Mouse),0.631,2.0,0.952
2396,P49321,Nuclear autoantigenic sperm protein,788,Homo sapiens (Human),0.627,2.0,0.712
2400,Q14919,Dr1-associated corepressor,205,Homo sapiens (Human),0.561,2.0,0.683
2402,Q3LZX4,Nucleoprotein,421,Bat coronavirus HKU3 (BtCoV) (SARS-like coronavirus HKU3),0.511,2.0,
2408,Q9PZ51,Nucleoprotein,409,Turkey coronavirus (strain Indiana) (TCoV) (TCV),0.516,2.0,
2409,Q9PZ50,Nucleoprotein,409,Turkey coronavirus (strain Minnesota) (TCoV) (TCV),0.614,2.0,
2410,Q9PZ49,Nucleoprotein,409,Turkey coronavirus (strain NC95) (TCoV) (TCV),0.594,2.0,
2412,Q64960,Nucleoprotein,409,Avian infectious bronchitis virus (strain Arkansas 99) (IBV),0.533,2.0,
2414,Q9J4B0,Nucleoprotein,409,Avian infectious bronchitis virus (strain DE072) (IBV),0.54,2.0,
2416,Q98Y32,Nucleoprotein,409,Avian infectious bronchitis virus (strain H52) (IBV),0.513,2.0,
2417,P12648,Nucleoprotein,409,Avian infectious bronchitis virus (strain KB8523) (IBV),0.575,2.0,
2418,Q8JMI6,Nucleoprotein,409,Avian infectious bronchitis virus (strain SAIB20) (IBV),0.582,2.0,
2419,P32923,Nucleoprotein,409,Avian infectious bronchitis virus (strain Gray) (IBV),0.614,2.0,
2420,Q96598,Nucleoprotein,409,Avian infectious bronchitis virus (strain Vic S) (IBV),0.513,2.0,
2421,P59595,Nucleoprotein,422,Severe acute respiratory syndrome coronavirus (SARS-CoV),0.509,2.0,
2425,Q53F19,Nuclear cap-binding protein subunit 3,620,Homo sapiens (Human),0.565,2.0,0.644
2431,Q9JL19,Nuclear receptor coactivator 6,2067,Mus musculus (Mouse),0.548,2.0,0.947
2432,Q9Y618,Nuclear receptor corepressor 2,2514,Homo sapiens (Human),0.527,2.0,0.89
2447,Q0V898,Negative elongation factor E,374,Bos taurus (Bovine),0.543,2.0,0.698
2448,P18615,Negative elongation factor E,380,Homo sapiens (Human),0.574,2.0,0.718
2454,P54877,Neurogranin,78,Capra hircus (Goat),0.526,2.0,0.897
2455,P35722,Neurogranin,78,Bos taurus (Bovine),0.526,2.0,0.91
2456,P60761,Neurogranin,78,Mus musculus (Mouse),0.513,2.0,0.897
2457,Q04940,Neurogranin,78,Rattus norvegicus (Rat),0.513,2.0,0.897
2458,Q92686,Neurogranin,78,Homo sapiens (Human),0.513,2.0,0.872
2469,P11632,Non-histone chromosomal protein 6A,93,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.516,2.0,0.204
2474,P11633,Non-histone chromosomal protein 6B,99,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.626,2.0,0.253
2494,Q5M9Q1,NKAP-like protein,402,Homo sapiens (Human),0.602,2.0,0.749
2495,Q5SZT7,NKAP-like protein,395,Mus musculus (Mouse),0.592,2.0,0.744
2502,Q99801,Homeobox protein Nkx-3.1,234,Homo sapiens (Human),0.56,2.0,0.786
2520,Q62881,Nucleolar protein 3,221,Rattus norvegicus (Rat),0.52,2.0,0.611
2539,Q01560,Serine/arginine (SR)-type shuttling mRNA binding protein NPL3,414,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.536,2.0,0.621
2573,P14907,Nucleoporin NSP1,823,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.7,2.0,0.829
2606,F4ID16,Nuclear pore complex protein NUP98B,997,Arabidopsis thaliana (Mouse-ear cress),0.516,2.0,0.818
2610,Q4R4J7,Nucleolin,711,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),0.527,2.0,0.522
2611,P19338,Nucleolin,710,Homo sapiens (Human),0.527,2.0,0.518
2612,Q5RF26,Nucleolin,712,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),0.528,2.0,0.52
2614,P09405,Nucleolin,707,Mus musculus (Mouse),0.533,2.0,0.522
2708,Q9C1A4,pH-response transcription factor pacC/RIM101,758,Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum),0.58,2.0,0.774
2709,Q1D3H3,ParBC domain-containing protein,489,Myxococcus xanthus (strain DK1622),0.591,2.0,
2710,Q7Z2X7,P antigen family member 2,111,Homo sapiens (Human),0.595,2.0,1.0
2711,Q9ULR5,Polyadenylate-binding protein-interacting protein 2B,123,Homo sapiens (Human),0.512,2.0,0.886
2772,A6NKN8,Purkinje cell protein 4-like protein 1,68,Homo sapiens (Human),0.662,2.0,0.985
2773,A8R4Q8,Purkinje cell protein 4-like protein 1,69,Bos taurus (Bovine),0.681,2.0,0.986
2774,Q6W8Q3,Purkinje cell protein 4-like protein 1,68,Mus musculus (Mouse),0.618,2.0,0.985
2784,Q148C4,Calmodulin regulator protein PCP4,62,Bos taurus (Bovine),0.645,2.0,0.952
2785,P63055,Calmodulin regulator protein PCP4,62,Rattus norvegicus (Rat),0.629,2.0,0.968
2786,P48539,Calmodulin regulator protein PCP4,62,Homo sapiens (Human),0.629,2.0,0.968
2787,P63054,Calmodulin regulator protein PCP4,62,Mus musculus (Mouse),0.629,2.0,0.984
2795,P52946,Pancreas/duodenum homeobox protein 1,284,Mus musculus (Mouse),0.599,2.0,0.817
2824,Q9NWQ8,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,432,Homo sapiens (Human),0.581,2.0,0.977
2840,P07270,Phosphate system positive regulatory protein PHO4,312,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.51,2.0,0.821
2847,Q9DUE2,Phosphoprotein,568,Sendai virus (strain Hamamatsu) (SeV),0.592,2.0,
2848,O57285,Phosphoprotein,568,Sendai virus (strain Ohita) (SeV),0.558,2.0,
2849,P04859,Phosphoprotein,568,Sendai virus (strain Harris) (SeV),0.576,2.0,
2850,P14251,Phosphoprotein,568,Sendai virus (strain 6/94) (SeV),0.533,2.0,
2851,P04860,Phosphoprotein,568,Sendai virus (strain Z) (SeV) (Sendai virus (strain HVJ)),0.576,2.0,
2852,P14252,Phosphoprotein,568,Sendai virus (strain Fushimi) (SeV),0.577,2.0,
2869,Q96BK5,PIN2/TERF1-interacting telomerase inhibitor 1,328,Homo sapiens (Human),0.543,2.0,0.832
2876,Q9H4M7,Pleckstrin homology domain-containing family A member 4,779,Homo sapiens (Human),0.583,2.0,0.657
2881,Q9H875,PRKR-interacting protein 1,184,Homo sapiens (Human),0.679,2.0,0.712
2883,Q5R5J3,PRKR-interacting protein 1,184,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),0.679,2.0,0.712
2895,Q9NPJ4,Proline-rich nuclear receptor coactivator 2,139,Homo sapiens (Human),0.669,2.0,1.0
2897,Q66HE1,Proline-rich nuclear receptor coactivator 2,134,Rattus norvegicus (Rat),0.552,2.0,1.0
2911,Q9BZL4,Protein phosphatase 1 regulatory subunit 12C,782,Homo sapiens (Human),0.529,2.0,0.546
2913,O60927,E3 ubiquitin-protein ligase PPP1R11,126,Homo sapiens (Human),0.651,2.0,1.0
2914,Q5TM51,E3 ubiquitin-protein ligase PPP1R11,126,Macaca mulatta (Rhesus macaque),0.651,2.0,1.0
2916,O55000,Serine/threonine-protein phosphatase 1 regulatory subunit 10,872,Rattus norvegicus (Rat),0.558,2.0,0.814
2918,Q7YR30,E3 ubiquitin-protein ligase PPP1R11,126,Pan troglodytes (Chimpanzee),0.651,2.0,1.0
2919,Q7YR38,Serine/threonine-protein phosphatase 1 regulatory subunit 10,940,Pan troglodytes (Chimpanzee),0.529,2.0,0.824
2920,Q767K9,Serine/threonine-protein phosphatase 1 regulatory subunit 10,925,Sus scrofa (Pig),0.523,2.0,0.825
2922,Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10,940,Homo sapiens (Human),0.554,2.0,0.827
2923,Q80W00,Serine/threonine-protein phosphatase 1 regulatory subunit 10,888,Mus musculus (Mouse),0.57,2.0,0.815
2924,Q5TM61,Serine/threonine-protein phosphatase 1 regulatory subunit 10,940,Macaca mulatta (Rhesus macaque),0.595,2.0,0.819
2938,Q6A025,Protein phosphatase 1 regulatory subunit 26,1163,Mus musculus (Mouse),0.678,2.0,0.991
2942,Q91VJ5,Polyglutamine-binding protein 1,263,Mus musculus (Mouse),0.654,2.0,0.662
2943,Q6PCT5,Polyglutamine-binding protein 1,263,Rattus norvegicus (Rat),0.677,2.0,0.711
2946,P17564,Protein phosphatase 1 regulatory subunit 15A,657,Mus musculus (Mouse),0.647,2.0,0.957
2947,Q60465,Protein phosphatase 1 regulatory subunit 15A,590,Cricetulus longicaudatus (Long-tailed dwarf hamster),0.549,2.0,0.944
2948,Q2KI51,Protein phosphatase 1 regulatory subunit 15A,670,Bos taurus (Bovine),0.67,2.0,0.964
2981,P29617,Homeobox protein prospero,1703,Drosophila melanogaster (Fruit fly),0.514,2.0,0.856
2989,Q13523,Serine/threonine-protein kinase PRP4 homolog,1007,Homo sapiens (Human),0.514,2.0,0.628
3006,Q8MJG1,PC4 and SFRS1-interacting protein,530,Bos taurus (Bovine),0.655,2.0,0.643
3008,Q66T72,PC4 and SFRS1-interacting protein,530,Felis catus (Cat) (Felis silvestris catus),0.658,2.0,0.63
3010,O75475,PC4 and SFRS1-interacting protein,530,Homo sapiens (Human),0.655,2.0,0.621
3011,Q812D1,PC4 and SFRS1-interacting protein,528,Rattus norvegicus (Rat),0.657,2.0,0.638
3014,P52211,Parathyroid hormone-related protein,177,Canis lupus familiaris (Dog) (Canis familiaris),0.588,2.0,0.932
3017,P12272,Parathyroid hormone-related protein,177,Homo sapiens (Human),0.588,2.0,0.904
3019,P13085,Parathyroid hormone-related protein,177,Rattus norvegicus (Rat),0.588,2.0,0.91
3044,Q7TZ12,Prokaryotic ubiquitin-like protein Pup,64,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),0.578,2.0,0.672
3045,A1KKF4,Prokaryotic ubiquitin-like protein Pup,64,Mycobacterium bovis (strain BCG / Pasteur 1173P2),0.578,2.0,0.703
3046,C1AQ27,Prokaryotic ubiquitin-like protein Pup,64,Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019),0.578,2.0,0.703
3047,A4TB63,Prokaryotic ubiquitin-like protein Pup,64,Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (straiPYR-GCK)),0.594,2.0,0.703
3048,Q9ZBE0,Prokaryotic ubiquitin-like protein Pup,63,Mycobacterium leprae (strain TN),0.571,2.0,0.683
3050,B8ZRF2,Prokaryotic ubiquitin-like protein Pup,63,Mycobacterium leprae (strain Br4923),0.571,2.0,0.683
3052,A0QZ48,Prokaryotic ubiquitin-like protein Pup,64,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacteriusmegmatis),0.656,2.0,0.766
3056,A5U4D7,Prokaryotic ubiquitin-like protein Pup,64,Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra),0.578,2.0,0.688
3057,P9WHN4,Prokaryotic ubiquitin-like protein Pup,64,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),0.578,2.0,0.703
3058,P9WHN5,Prokaryotic ubiquitin-like protein Pup,64,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),0.578,2.0,0.703
3060,A1TAP5,Prokaryotic ubiquitin-like protein Pup,64,Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii),0.578,2.0,0.734
3061,Q5YUX1,Prokaryotic ubiquitin-like protein Pup,64,Nocardia farcinica (strain IFM 10152),0.594,2.0,0.75
3090,Q9Y3Y4,Pygopus homolog 1,419,Homo sapiens (Human),0.544,2.0,0.878
3097,Q7Q6B5,Partner of Y14 and mago,233,Anopheles gambiae (African malaria mosquito),0.657,2.0,0.592
3099,P82804,Partner of Y14 and mago,207,Drosophila melanogaster (Fruit fly),0.531,2.0,0.556
3100,B4NSP6,Partner of Y14 and mago,204,Drosophila simulans (Fruit fly),0.578,2.0,0.598
3117,Q9H6Z4,Ran-binding protein 3,567,Homo sapiens (Human),0.631,2.0,0.787
3118,Q4R4T9,Ran-binding protein 3,499,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),0.555,2.0,0.758
3120,Q5R4Y2,Ran-binding protein 3,494,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),0.581,2.0,0.755
3137,Q3ZCE8,RNA-binding protein 8A,174,Bos taurus (Bovine),0.54,2.0,0.483
3139,Q9Y5S9,RNA-binding protein 8A,174,Homo sapiens (Human),0.54,2.0,0.466
3140,Q9CWZ3,RNA-binding protein 8A,174,Mus musculus (Mouse),0.54,2.0,0.483
3141,Q27W01,RNA-binding protein 8A,174,Rattus norvegicus (Rat),0.54,2.0,0.471
3163,Q00816,Resistance to glucose repression protein 1,1014,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.55,2.0,0.918
3169,Q9BZI7,Regulator of nonsense transcripts 3B,483,Homo sapiens (Human),0.681,2.0,0.781
3177,Q8VIG1,RE1-silencing transcription factor,1082,Mus musculus (Mouse),0.554,2.0,0.768
3188,P15830,Protein Rev,153,Human immunodeficiency virus type 2 subtype B (isolate D205) (HIV-2),0.641,2.0,
3191,P17280,Protein Rev,124,Simian immunodeficiency virus (isolate CPZ GAB1) (SIV-cpz) (Chimpanzeimmunodeficiency virus),0.5,2.0,
3197,P0C206,Protein Rex,189,Human T-cell leukemia virus 1 (isolate Caribbea HS-35 subtype A) (HTLV-1),0.688,2.0,
3198,Q0R5R0,Protein Rex,182,Human T-cell leukemia virus 3 (strain 2026ND) (HTLV-3),0.588,2.0,
3199,P0C208,Protein Rex,189,Human T-cell leukemia virus 1 (isolate Melanesia mel5 subtype C) (HTLV-1),0.683,2.0,
3208,P48382,DNA-binding protein RFX5,616,Homo sapiens (Human),0.516,2.0,0.768
3221,Q22472,Resistance to inhibitors of cholinesterase protein 3,378,Caenorhabditis elegans,0.638,2.0,0.944
3224,Q9JIR4,Regulating synaptic membrane exocytosis protein 1,1615,Rattus norvegicus (Rat),0.515,2.0,0.665
3225,Q86UR5,Regulating synaptic membrane exocytosis protein 1,1692,Homo sapiens (Human),0.509,2.0,0.688
3230,P0CJ62,RBPJ-interacting and tubulin-associated protein 1,239,Xenopus laevis (African clawed frog),0.531,2.0,1.0
3306,P12736,Large ribosomal subunit protein eL32,241,Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKB-1809) (Halobacterium marismortui),0.672,2.0,0.17
3486,Q12224,Transcription factor RLM1,676,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.635,2.0,0.916
3507,Q22037,Heterogeneous nuclear ribonucleoprotein A1,346,Caenorhabditis elegans,0.514,2.0,0.462
3525,B8YB65,DNA-directed RNA polymerase subunit Rpo13,104,Saccharolobus shibatae (strain ATCC 51178 / DSM 5389 / JCM 8931 / NBR15437 / B12) (Sulfolobus shibatae),0.606,2.0,
3555,P47910,Small ribosomal subunit protein bTHXc,101,Spinacia oleracea (Spinach),0.634,2.0,0.832
3569,P36080,Ribosomal RNA-processing protein 14,434,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.659,2.0,0.726
3755,Q92541,RNA polymerase-associated protein RTF1 homolog,710,Homo sapiens (Human),0.544,2.0,0.617
3757,Q16799,Reticulon-1,776,Homo sapiens (Human),0.606,2.0,0.818
3765,Q1RMR2,U1 small nuclear ribonucleoprotein 70 kDa,439,Bos taurus (Bovine),0.649,2.0,0.679
3766,P17133,U1 small nuclear ribonucleoprotein 70 kDa,448,Drosophila melanogaster (Fruit fly),0.583,2.0,0.681
3767,P08621,U1 small nuclear ribonucleoprotein 70 kDa,437,Homo sapiens (Human),0.648,2.0,0.648
3769,Q62376,U1 small nuclear ribonucleoprotein 70 kDa,448,Mus musculus (Mouse),0.636,2.0,0.643
3800,O88453,Scaffold attachment factor B1,931,Rattus norvegicus (Rat),0.695,2.0,0.786
3801,Q14151,Scaffold attachment factor B2,953,Homo sapiens (Human),0.682,2.0,0.773
3803,Q5R452,Scaffold attachment factor B1,914,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),0.698,2.0,0.778
3813,P22470,Protein SAN1,610,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.544,2.0,0.726
3817,Q60M48,Spindle assembly abnormal protein 5,403,Caenorhabditis briggsae,0.533,2.0,0.811
3841,P34758,Protein SCD5,872,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),0.5,2.0,0.861
3867,P18827,Syndecan-1,310,Homo sapiens (Human),0.645,2.0,0.952
3868,Q58DD4,Syndecan-2,202,Bos taurus (Bovine),0.564,2.0,0.921
3869,O75056,Syndecan-3,442,Homo sapiens (Human),0.527,2.0,0.966
3870,P33671,Syndecan-3,442,Rattus norvegicus (Rat),0.577,2.0,0.955
3916,Q62170,P-selectin glycoprotein ligand 1,397,Mus musculus (Mouse),0.504,2.0,0.957
3917,Q8VHV8,Selenoprotein S,190,Rattus norvegicus (Rat),0.5,2.0,
3919,O14140,26S proteasome complex subunit rpn15,71,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),0.535,2.0,1.0
3937,O15047,Histone-lysine N-methyltransferase SETD1A,1707,Homo sapiens (Human),0.559,2.0,0.786
3938,E9PYH6,Histone-lysine N-methyltransferase SETD1A,1716,Mus musculus (Mouse),0.537,2.0,0.781
3939,Q9UPS6,Histone-lysine N-methyltransferase SETD1B,1966,Homo sapiens (Human),0.561,2.0,0.814
3956,Q64213,Splicing factor 1,653,Mus musculus (Mouse),0.577,2.0,0.681
3957,Q15637,Splicing factor 1,639,Homo sapiens (Human),0.606,2.0,0.676
3971,P23246,"Splicing factor, proline- and glutamine-rich",707,Homo sapiens (Human),0.569,2.0,0.627
3972,Q8VIJ6,"Splicing factor, proline- and glutamine-rich",699,Mus musculus (Mouse),0.564,2.0,0.625
3990,Q9NP31,SH2 domain-containing protein 2A,389,Homo sapiens (Human),0.501,2.0,0.668
3994,Q9Y566,SH3 and multiple ankyrin repeat domains protein 1,2161,Homo sapiens (Human),0.54,2.0,0.725
3997,Q9JLU4,SH3 and multiple ankyrin repeat domains protein 3,1740,Rattus norvegicus (Rat),0.504,2.0,0.65
3998,Q4ACU6,SH3 and multiple ankyrin repeat domains protein 3,1730,Mus musculus (Mouse),0.558,2.0,0.646
4014,P13839,Integrin-binding sialoprotein,320,Rattus norvegicus (Rat),0.547,2.0,1.0
4016,P21815,Integrin-binding sialoprotein,317,Homo sapiens (Human),0.621,2.0,1.0
4042,P97440,Histone RNA hairpin-binding protein,275,Mus musculus (Mouse),0.513,2.0,0.658
4043,Q14493,Histone RNA hairpin-binding protein,270,Homo sapiens (Human),0.589,2.0,0.659
4062,P11994,50 kDa spicule matrix protein,445,Strongylocentrotus purpuratus (Purple sea urchin),0.667,2.0,0.613
4081,Q99LM3,Smoothelin-like protein 1,459,Mus musculus (Mouse),0.684,2.0,0.706
4084,Q9N4U5,Smu-2 suppressor of mec-8 and unc-52 protein,547,Caenorhabditis elegans,0.664,2.0,0.918
4119,P48436,Transcription factor SOX-9,509,Homo sapiens (Human),0.585,2.0,0.831
4127,Q15506,Sperm surface protein Sp17,151,Homo sapiens (Human),0.563,2.0,0.483
4128,Q95230,Sperm surface protein Sp17,163,Papio hamadryas (Hamadryas baboon),0.577,2.0,0.595
4154,Q9S7A9,Squamosa promoter-binding-like protein 4,174,Arabidopsis thaliana (Mouse-ear cress),0.534,2.0,0.603
4155,Q9S758,Squamosa promoter-binding-like protein 5,181,Arabidopsis thaliana (Mouse-ear cress),0.619,2.0,0.63
4201,A1L4H1,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,1573,Homo sapiens (Human),0.541,2.0,0.641
4220,Q9ZVD0,Serrate RNA effector molecule,720,Arabidopsis thaliana (Mouse-ear cress),0.503,2.0,0.565
4226,Q3MHR5,Serine/arginine-rich splicing factor 2,221,Bos taurus (Bovine),0.588,2.0,0.606
4228,Q01130,Serine/arginine-rich splicing factor 2,221,Homo sapiens (Human),0.588,2.0,0.629
4229,Q62093,Serine/arginine-rich splicing factor 2,221,Mus musculus (Mouse),0.588,2.0,0.606
4230,Q06A98,Serine/arginine-rich splicing factor 2,221,Sus scrofa (Pig),0.588,2.0,0.602
4231,Q5R1W5,Serine/arginine-rich splicing factor 2,221,Pan troglodytes (Chimpanzee),0.588,2.0,0.602
4232,Q6PDU1,Serine/arginine-rich splicing factor 2,221,Rattus norvegicus (Rat),0.588,2.0,0.606
4237,Q13247,Serine/arginine-rich splicing factor 6,344,Homo sapiens (Human),0.576,2.0,0.576
4266,Q62280,Protein SSXT,418,Mus musculus (Mouse),0.646,2.0,0.88
4267,Q5RFQ1,Protein SSXT,418,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),0.629,2.0,0.88
4268,Q15532,Protein SSXT,418,Homo sapiens (Human),0.653,2.0,0.88
4291,Q0VCY3,Surfeit locus protein 6,353,Bos taurus (Bovine),0.686,2.0,0.657
4292,O75683,Surfeit locus protein 6,361,Homo sapiens (Human),0.634,2.0,0.698
4295,P70279,Surfeit locus protein 6,355,Mus musculus (Mouse),0.673,2.0,0.685
4308,P40381,Chromatin-associated protein swi6,328,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),0.637,2.0,0.671
4315,Q8N3V7,Synaptopodin,929,Homo sapiens (Human),0.699,2.0,0.989
4316,Q8CC35,Synaptopodin,929,Mus musculus (Mouse),0.536,2.0,0.984
4317,Q9Z327,Synaptopodin,931,Rattus norvegicus (Rat),0.548,2.0,0.976
4319,P27058,Systemin,200,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),0.55,2.0,1.0
4320,Q9HCH5,Synaptotagmin-like protein 2,934,Homo sapiens (Human),0.512,2.0,0.567
4330,P35269,General transcription factor IIF subunit 1,517,Homo sapiens (Human),0.559,2.0,0.638
4332,Q5EA53,General transcription factor IIF subunit 1,517,Bos taurus (Bovine),0.544,2.0,0.64
4334,Q3THK3,General transcription factor IIF subunit 1,508,Mus musculus (Mouse),0.531,2.0,0.636
4335,Q6AY96,General transcription factor IIF subunit 1,508,Rattus norvegicus (Rat),0.535,2.0,0.622
4452,P04610,Protein Tat,86,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI(HIV-1),0.698,2.0,
